Code,Label,Year,Employee income earners (no.),Employee income earners - median age (years),Total employee income ($m),Median employee income ($),Mean employee income ($),Employee income as main source of income (%),Own unincorporated business income earners (no.),Own unincorporated business income earners - median age (years),Total own unincorporated business income ($m),Median own unincorporated business income ($),Mean own unincorporated business income ($),Own unincorporated business income as main source of income (%),Investment income earners (no.),Investment income earners - median age (years),Total investment income ($m),Median investment income ($),Mean investment income ($),Investment income as main source of income (%),Superannuation and annuity income earners (no.),Superannuation and annuity income earners - median age (years),Total superannuation and annuity income ($m),Median superannuation and annuity income ($),Mean superannuation and annuity income ($),Superannuation and annuity income as main source of income (%),Total income earners (excl. Government pensions and allowances) (no.),Total income earners (excl. Government pensions and allowances) - median age (years),Total income (excl. Government pensions and allowances) ($m),Median total income (excl. Government pensions and allowances) ($),Mean total income (excl. Government pensions and allowances) ($),Total income (excl. Government pensions and allowances) - P80/P20 ratio,Total income (excl. Government pensions and allowances) - P80/P50 ratio,Total income (excl. Government pensions and allowances) - P20/P50 ratio,Total income (excl. Government pensions and allowances) - P10/P50 ratio,Total income (excl. Government pensions and allowances) - Gini coefficient,Total income (excl. Government pensions and allowances) - Income share of top 1% of earners,Total income (excl. Government pensions and allowances) - Income share of top 5% of earners,Total income (excl. Government pensions and allowances) - Income share of top 10% of earners,Total income (excl. Government pensions and allowances) - Lowest Quartile (%),Total income (excl. Government pensions and allowances) - Second Quartile (%),Total income (excl. Government pensions and allowances) - Third Quartile (%),Total income (excl. Government pensions and allowances) - Highest Quartile (%),Gross Capital Gains reported by taxpayers - Persons (no.),Gross Capital Gains reported by taxpayers - Amount ($m),Gross Capital Gains reported by taxpayers  - Median ($),Gross Capital Gains reported by taxpayers - Mean ($),Age Pension - Centrelink (no.),Age Pension - DVA (no.),Service Pension - DVA (no.),Income Support Supplement - DVA (no.),Carer Payment (no.),Carer Allowance (no.),Disability Support Pension (no.),Newstart Allowance (no.),Parenting Payment - Single (no.),Parenting Payment - Partnered (no.),Youth Allowance (Full time students/apprentices) (no.),Youth Allowance (Other) (no.),Family Tax Benefit A (no.),Family Tax Benefit B (no.),Commonwealth Rent Assistance (no.),Persons earning $1-$499 per week (%),Persons earning $500-$999 per week (%),Persons earning $1000-$1999 per week (%),Persons earning $2000-$2999 per week (%),Persons earning $3000 or more per week (%),Persons earning nil income (%),Persons with a negative income (%),Income inadequately described or not stated (%),Median equivalised total household income (weekly) ($)
46670,Renmark Paringa (DC),2015,"4,837",39,187.3,"34,516","38,716",76.3,"1,137",53,26.6,"7,708","23,378",10.4,"3,402",49,15.9,223,"4,661",11.0,186,59,5.7,"15,935","30,451",1.8,"5,251",44,225.6,"37,277","42,954",4.84,1.68,0.35,0.13,0.472,7.8,20.2,31.2,32.0,31.8,23.8,12.4,325,28.6,"3,214","88,103","1,456",-,94,31,134,-,457,546,114,-,36,66,814,636,-,-,-,-,-,-,-,-,-,-
46670,Renmark Paringa (DC),2016,"4,865",37,186.8,"34,792","38,407",76.5,"1,094",52,26.2,"7,752","23,966",10.5,"3,218",48,18.1,173,"5,625",11.1,137,60,4.1,"16,831","29,620",1.6,"5,021",44,224.7,"38,748","44,747",4.74,1.67,0.35,0.13,0.457,7.8,20.1,30.9,30.4,32.4,25.0,12.2,283,5.2,"2,334","18,519","1,454",-,90,41,147,-,456,526,126,-,36,51,793,606,-,35.0,28.6,15.8,1.8,1.6,6.1,0.4,10.7,661
46670,Renmark Paringa (DC),2017,"4,882",36,192.0,"35,398","39,338",76.3,"1,079",53,29.0,"12,914","26,893",11.2,"3,348",48,20.9,138,"6,235",10.4,146,59,4.2,"15,457","28,668",1.6,"5,187",44,239.4,"39,268","46,153",4.61,1.70,0.37,0.15,0.448,7.2,19.4,30.2,30.1,31.5,25.4,12.9,284,9.2,"5,866","32,335","1,456",-,80,38,144,304,456,546,122,61,36,53,752,535,-,-,-,-,-,-,-,-,-,-
46670,Renmark Paringa (DC),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,425",-,84,34,152,319,443,519,113,49,32,55,695,503,652,-,-,-,-,-,-,-,-,-
46860,Robe (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,644
46860,Robe (DC),2013,589,41,20.0,"27,282","33,945",55.4,324,51,3.8,"7,019","11,812",17.8,644,53,9.0,881,"14,013",24.0,29,60,0.6,"23,366","21,710",1.6,864,49,33.6,"30,379","38,852",6.01,1.95,0.32,0.10,0.558,9.4,23.6,36,37.3,30.7,19.6,12.4,103,4.0,"3,946","39,203",156,-,11,7,-,-,34,27,-,-,-,-,96,59,-,-,-,-,-,-,-,-,-,-
46860,Robe (DC),2014,602,41,20.9,"27,500","34,717",55.9,326,54,6.3,"9,749","19,309",18.7,655,53,10.4,"1,047","15,830",22.7,30,61,0.9,"25,598","28,488",2.0,861,50,38.3,"33,847","44,468",5.24,1.88,0.36,0.15,0.524,9.4,23.9,35.9,33.8,31.4,20.7,14.0,100,3.4,"4,247","33,759",159,-,11,7,-,-,31,37,-,-,-,-,90,66,-,-,-,-,-,-,-,-,-,-
46860,Robe (DC),2015,606,40,23.8,"32,105","39,271",53.7,360,53,7.8,"10,149","21,747",19.2,686,54,10.3,"1,008","15,022",24.4,24,60,0.6,"20,849","23,275",1.8,886,50,42.4,"37,223","47,876",5.40,1.90,0.35,0.12,0.501,6.9,21.6,33.8,30.5,31.4,21.2,16.9,106,6.1,"8,881","57,726",162,-,10,7,-,-,32,41,-,-,-,-,90,66,-,-,-,-,-,-,-,-,-,-
46860,Robe (DC),2016,601,41,23.8,"32,178","39,600",54.9,315,53,8.7,"9,283","27,479",20.0,630,52,10.3,781,"16,347",22.5,29,60,0.8,"23,254","27,155",1.9,836,49,43.0,"36,141","51,392",5.52,1.99,0.36,0.12,0.550,8.7,25.7,38.7,32.1,29.8,21.1,17.1,97,8.0,"6,902","82,897",171,-,10,6,6,-,32,36,5,-,-,-,76,56,-,31.1,28.0,21.2,3.8,1.2,3.7,0.9,10.0,718
46860,Robe (DC),2017,608,42,25.8,"35,161","42,505",54.5,333,54,10.0,"3,962","30,026",19.4,699,55,11.6,"1,138","16,529",23.7,28,58,1.0,"24,456","34,815",1.5,925,51,47.9,"38,922","51,830",5.17,1.88,0.36,0.10,0.525,7.2,22.7,35.4,30.2,29.4,22.6,17.8,96,7.9,"10,368","82,392",153,-,10,5,7,16,29,33,16,6,-,-,73,50,-,-,-,-,-,-,-,-,-,-
46860,Robe (DC),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,164,-,7,5,5,18,34,37,12,7,-,-,79,50,63,-,-,-,-,-,-,-,-,-
46970,Roxby Downs (M),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,550"
46970,Roxby Downs (M),2013,"2,641",35,245.8,"87,295","93,077",95.9,132,43,1.8,"1,898","13,460",1.7,"1,808",36,-3.0,50,"-1,652",2.0,-,-,-,-,-,-,"2,599",35,239.6,"85,970","92,174",3.96,1.64,0.41,0.21,0.378,4.5,14.2,23.8,12.3,13.6,17.2,56.9,124,0.9,"1,064","7,618",-,-,-,-,-,-,-,-,-,-,-,-,85,165,-,-,-,-,-,-,-,-,-,-
46970,Roxby Downs (M),2014,"2,672",35,249.6,"86,598","93,431",96.5,115,40,1.3,"2,058","11,659",1.3,"1,788",36,-2.5,40,"-1,388",1.9,-,-,-,-,-,-,"2,599",35,239.1,"84,723","92,012",4.23,1.68,0.40,0.21,0.384,4.1,14,23.9,13.0,15.6,16.5,54.9,130,0.9,969,"6,799",-,-,-,-,-,-,-,32,26,-,-,-,112,169,-,-,-,-,-,-,-,-,-,-
46970,Roxby Downs (M),2015,"2,583",36,246.6,"89,863","95,483",94.9,122,41,1.9,"1,549","15,710",1.6,"1,830",37,0.2,30,109,3.1,25,57,0.4,"8,466","14,702",0.3,"2,497",36,236.3,"86,357","94,621",4.18,1.69,0.40,0.20,0.388,4.8,14.6,24.2,13.4,14.1,17.7,54.8,137,1.2,"2,468","8,805",-,-,-,-,-,-,-,47,25,-,-,-,119,166,-,-,-,-,-,-,-,-,-,-
46970,Roxby Downs (M),2016,"2,409",36,215.4,"85,386","89,423",94.1,121,38,1.5,"1,864","12,144",1.5,"1,709",37,-2.3,22,"-1,374",3.7,34,57,0.8,"10,588","22,572",0.4,"2,326",36,202.1,"82,195","86,883",4.61,1.67,0.36,0.17,0.386,3.5,13.1,23,15.7,15.3,18.0,51.1,104,1.3,"1,983","12,204",-,-,-,-,5,-,13,38,15,-,-,10,116,95,-,10.5,12.7,29.0,21.4,7.5,7.8,0.4,10.7,"1,632"
46970,Roxby Downs (M),2017,"2,590",35,227.2,"85,287","87,731",94.8,182,38,2.3,"13,871","12,504",1.9,"1,762",37,-1.5,18,-878,2.7,36,56,0.7,"13,840","18,334",0.4,"2,520",36,220.1,"84,659","87,325",4.39,1.63,0.37,0.17,0.376,3.2,12.3,22.2,15.2,15.5,17.5,51.8,106,1.2,"1,605","11,254",15,-,-,-,5,27,15,45,29,3,-,9,136,115,-,-,-,-,-,-,-,-,-,-
46970,Roxby Downs (M),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,21,20,51,30,-,-,-,121,102,71,-,-,-,-,-,-,-,-,-
47140,Salisbury (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,650
47140,Salisbury (C),2013,"61,238",37,"2,777.9","43,011","45,362",83.7,"7,343",45,141.7,"12,687","19,293",6.8,"37,024",43,101.2,141,"2,734",6.8,"2,272",60,52.5,"18,330","23,095",2.1,"64,963",40,"2,993.1","42,614","46,075",3.48,1.58,0.45,0.23,0.374,4.7,14.9,24.8,22.8,30.4,32.2,14.5,"1,771",25.2,"1,047","14,248","14,400",18,"1,032",212,"1,994",-,"7,180","6,554","2,400",-,"1,963","1,190","13,660","11,301",-,-,-,-,-,-,-,-,-,-
47140,Salisbury (C),2014,"62,293",38,"2,892.3","44,091","46,430",83.4,"7,604",44,151.2,"13,627","19,886",7.1,"37,902",43,111.4,130,"2,940",7.0,"2,294",59,54.8,"19,188","23,894",2.1,"65,987",40,"3,108.9","43,572","47,114",3.54,1.59,0.45,0.22,0.377,4.7,15,24.9,23.1,30.1,31.9,14.8,"1,930",38.9,"2,173","20,136","14,744",16,993,200,"2,158",-,"7,200","7,084","2,404",-,"2,008","1,161","13,624","11,390",-,-,-,-,-,-,-,-,-,-
47140,Salisbury (C),2015,"63,874",38,"3,018.1","44,952","47,252",82.7,"7,797",44,153.8,"14,426","19,723",7.4,"39,143",43,115.7,113,"2,955",7.4,"2,387",59,59.5,"19,454","24,909",2.1,"67,487",40,"3,212.9","44,158","47,607",3.58,1.58,0.44,0.22,0.380,4.8,15,25,23.6,30.2,31.8,14.4,"2,073",32.2,"2,351","15,551","15,274",18,921,192,"2,320",-,"6,964","7,551","2,464",-,"2,108","1,088","13,570","11,508",-,-,-,-,-,-,-,-,-,-
47140,Salisbury (C),2016,"63,009",38,"3,045.5","46,185","48,334",82.0,"8,014",44,155.2,"13,236","19,368",7.5,"39,140",43,119.7,94,"3,057",7.7,"2,506",59,62.4,"18,283","24,908",2.3,"67,627",40,"3,251.4","44,844","48,079",3.68,1.58,0.43,0.20,0.383,4.6,14.9,24.9,23.8,30.1,31.9,14.2,"1,981",31.9,"1,983","16,089","15,688",19,895,179,"2,371",-,"6,718","7,738","2,451",-,"2,103","1,083","13,654","11,398",-,35.1,27.3,18.6,1.9,0.6,9.3,0.6,6.7,695
47140,Salisbury (C),2017,"64,606",37,"3,157.5","46,606","48,873",82.2,"8,217",43,166.2,"22,816","20,228",7.2,"40,116",43,126.7,77,"3,158",7.7,"2,587",59,68.2,"18,898","26,370",2.3,"69,517",40,"3,391.6","45,340","48,788",3.72,1.59,0.43,0.20,0.384,4.7,15,25.1,23.8,30.3,31.7,14.2,"2,025",36.6,"2,684","18,092","15,844",21,871,163,"2,503","5,178","6,520","7,714","2,370","1,274","1,974","1,004","13,380","10,581",-,-,-,-,-,-,-,-,-,-
47140,Salisbury (C),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"15,862",16,839,147,"2,708","5,421","6,564","7,771","2,244","1,170","1,938",917,"13,064","10,425","9,271",-,-,-,-,-,-,-,-,-
47290,Southern Mallee (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,585
47290,Southern Mallee (DC),2013,919,39,31.9,"30,573","34,738",58.1,562,52,8.9,"8,231","15,871",21.9,990,50,7.8,754,"7,925",18.2,23,58,0.5,"8,466","21,486",0.7,"1,277",47,48.3,"32,880","37,793",7.63,1.99,0.26,0.04,0.592,6.7,20.6,33.1,37.6,26.1,21.8,14.5,215,4.2,"12,262","19,550",256,-,24,10,-,-,84,58,-,-,-,-,148,98,-,-,-,-,-,-,-,-,-,-
47290,Southern Mallee (DC),2014,942,39,32.5,"29,098","34,464",57.1,556,53,11.0,"10,489","19,749",22.7,987,50,7.0,674,"7,061",18.7,23,60,0.5,"7,910","19,698",0.9,"1,263",48,49.5,"32,706","39,206",7.95,2.00,0.25,0.05,0.542,5.9,19.2,31.6,36.9,26.8,23.0,13.3,103,1.8,"4,287","17,719",268,-,20,8,-,-,82,63,-,-,-,-,137,94,-,-,-,-,-,-,-,-,-,-
47290,Southern Mallee (DC),2015,992,39,36.3,"30,995","36,553",58.1,549,53,15.1,"16,185","27,459",25.4,"1,012",50,6.6,643,"6,484",14.5,35,58,0.6,"8,242","17,399",1.1,"1,306",48,55.6,"35,605","42,566",5.77,1.93,0.33,0.11,0.502,5.5,18.3,30.3,33.8,29.6,21.3,15.4,105,3.1,"3,223","29,151",287,-,16,8,28,-,84,72,-,-,-,-,134,92,-,-,-,-,-,-,-,-,-,-
47290,Southern Mallee (DC),2016,910,38,34.6,"32,885","37,972",64.9,402,52,12.0,"15,051","29,845",20.6,830,49,7.1,380,"8,520",12.9,21,64,0.3,"7,671","16,575",1.0,"1,103",44,51.0,"36,454","46,242",5.15,1.83,0.35,0.13,0.500,10.5,22.9,33.7,32.2,29.9,24.8,13.0,84,2.2,"2,354","26,005",288,-,14,8,26,-,83,73,16,-,-,-,129,84,-,33.1,27.4,20.0,2.4,1.3,4.4,1.0,10.7,733
47290,Southern Mallee (DC),2017,963,37,38.2,"35,225","39,638",59.8,521,53,21.1,"25,371","40,510",26.5,943,51,6.1,397,"6,488",12.0,26,59,0.6,"9,912","21,534",0.9,"1,274",47,64.3,"40,899","50,467",4.90,1.87,0.38,0.16,0.485,7.1,20.6,31.6,27.6,30.8,24.2,17.4,78,2.9,"3,252","37,734",267,-,14,7,18,38,82,63,11,4,-,3,124,74,-,-,-,-,-,-,-,-,-,-
47290,Southern Mallee (DC),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,268,-,16,5,18,42,82,47,15,-,-,-,112,68,68,-,-,-,-,-,-,-,-,-
47490,Streaky Bay (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,574
47490,Streaky Bay (DC),2013,939,42,35.3,"30,437","37,587",61.1,437,51,10.6,"12,479","24,359",18.6,907,51,8.9,"1,059","9,819",17.9,41,59,0.7,"10,225","18,056",1.6,"1,229",48,54.7,"34,932","44,482",6.18,2.03,0.33,0.08,0.509,6.4,20.4,32.5,33.5,27.1,21.9,17.5,164,4.0,"5,299","24,179",223,-,13,4,-,-,70,82,-,-,-,-,136,103,-,-,-,-,-,-,-,-,-,-
47490,Streaky Bay (DC),2014,943,44,38.8,"34,325","41,093",60.0,426,51,13.9,"18,796","32,612",21.2,927,51,8.4,"1,017","9,085",17.3,33,59,0.9,"16,797","28,173",1.2,"1,236",49,61.5,"39,508","49,747",5.23,1.95,0.37,0.11,0.477,6,19.4,31.1,28.9,27.5,23.6,20.0,82,2.4,"1,506","28,796",234,-,11,4,-,-,63,80,-,-,-,-,122,80,-,-,-,-,-,-,-,-,-,-
47490,Streaky Bay (DC),2015,976,43,41.0,"33,762","42,050",57.9,443,51,18.4,"25,931","41,617",22.0,956,51,9.7,795,"10,134",17.9,31,59,1.6,"23,555","50,260",1.7,"1,268",49,69.2,"42,221","54,560",5.38,2.04,0.38,0.13,0.479,5.9,19.7,31.5,27.1,27.6,21.9,23.4,104,3.2,"3,681","30,516",233,-,10,-,-,-,60,80,-,-,-,-,124,86,-,-,-,-,-,-,-,-,-,-
47490,Streaky Bay (DC),2016,957,43,39.9,"34,843","41,686",59.9,427,52,13.2,"15,345","30,853",20.5,967,51,9.7,718,"9,996",18.1,26,60,0.5,"12,741","17,337",1.1,"1,265",48,62.1,"38,189","49,119",5.33,1.93,0.36,0.11,0.495,6.4,21.1,32.8,28.6,30.5,23.7,17.1,80,1.5,"1,433","18,270",253,-,11,-,20,-,60,80,6,-,-,-,133,90,-,33.3,27.2,19.5,2.7,1.7,5.1,0.7,9.8,695
47490,Streaky Bay (DC),2017,942,42,40.7,"36,461","43,197",60.7,437,50,20.3,"14,862","46,389",22.4,972,50,9.9,610,"10,175",15.4,25,59,0.7,"14,767","27,785",1.2,"1,284",48,71.0,"42,184","55,299",5.24,1.97,0.38,0.14,0.481,6.1,21.2,32.8,27.7,28.0,23.6,20.6,75,3.9,"2,186","52,229",263,-,11,-,22,34,54,70,6,8,3,-,130,94,-,-,-,-,-,-,-,-,-,-
47490,Streaky Bay (DC),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,253,-,13,-,22,42,50,78,10,11,-,-,115,80,72,-,-,-,-,-,-,-,-,-
47630,Tatiara (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,637
47630,Tatiara (DC),2013,"3,215",39,119.8,"35,158","37,270",65.0,"1,405",51,25.0,"8,925","17,781",16.3,"2,990",48,24.2,645,"8,102",16.9,73,59,1.7,"13,050","23,206",0.6,"4,160",45,168.5,"36,511","40,497",5.22,1.69,0.32,0.09,0.495,6.3,19.5,30.7,32.4,29.3,25.5,12.7,609,11.8,"2,113","19,332",683,-,36,24,34,-,151,127,63,-,-,-,584,388,-,-,-,-,-,-,-,-,-,-
47630,Tatiara (DC),2014,"3,472",39,133.4,"36,493","38,429",65.7,"1,453",51,34.7,"12,949","23,910",17.8,"3,056",48,25.5,625,"8,354",15.2,68,59,1.8,"13,594","26,768",0.7,"4,330",44,191.8,"38,873","44,286",4.50,1.69,0.37,0.13,0.464,6.4,19.3,30,28.6,31.8,25.4,14.2,365,6.7,"1,991","18,425",703,-,33,24,34,-,154,124,61,-,-,-,551,391,-,-,-,-,-,-,-,-,-,-
47630,Tatiara (DC),2015,"3,466",39,136.8,"38,326","39,481",65.1,"1,464",51,25.3,"9,845","17,249",16.9,"3,204",47,25.2,462,"7,872",16.6,80,59,1.9,"13,349","23,832",0.9,"4,386",45,184.2,"38,451","42,001",4.83,1.64,0.34,0.10,0.475,6.1,18.7,29.6,30.2,32.0,26.2,11.6,412,30.9,"3,076","75,104",704,-,33,23,38,-,151,137,53,-,-,-,518,361,-,-,-,-,-,-,-,-,-,-
47630,Tatiara (DC),2016,"3,293",39,134.7,"39,100","40,890",67.1,"1,290",51,19.7,"6,776","15,250",14.9,"2,937",47,26.6,414,"9,067",16.6,74,59,1.5,"12,298","20,306",0.9,"4,093",45,177.3,"39,357","43,329",5.08,1.65,0.33,0.09,0.516,7.3,20.9,31.9,30.1,31.3,26.3,12.2,361,6.9,"1,088","19,110",714,-,32,18,41,-,144,131,43,-,12,19,487,324,-,28.6,32.7,18.3,1.8,1.2,5.2,1.4,10.9,754
47630,Tatiara (DC),2017,"3,445",39,145.1,"40,217","42,106",67.4,"1,337",53,39.0,"12,859","29,153",17.2,"3,080",48,28.0,390,"9,079",14.1,77,60,1.8,"15,077","23,095",0.9,"4,325",45,210.5,"42,551","48,677",4.31,1.66,0.39,0.15,0.458,7.4,20.1,30.6,27.5,30.8,27.9,13.8,378,11.5,"2,926","30,456",703,-,28,12,33,88,141,134,41,19,14,18,471,284,-,-,-,-,-,-,-,-,-,-
47630,Tatiara (DC),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,695,-,25,10,37,87,143,123,37,18,8,25,434,270,204,-,-,-,-,-,-,-,-,-
47700,Tea Tree Gully (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,771
47700,Tea Tree Gully (C),2013,"49,681",41,"2,536.7","46,664","51,061",79.1,"6,338",47,128.2,"11,816","20,232",6.3,"39,030",47,179.9,249,"4,608",10.8,"2,861",63,77.6,"23,883","27,129",3.1,"55,993",44,"2,869.7","45,471","51,251",3.91,1.69,0.43,0.20,0.400,5.1,16.1,26.3,22.3,26.8,29.7,21.1,"2,861",36.6,847,"12,778","12,442",14,821,231,678,-,"3,046","2,300",822,-,990,434,"7,076","5,650",-,-,-,-,-,-,-,-,-,-
47700,Tea Tree Gully (C),2014,"50,589",41,"2,639.1","47,626","52,167",79.3,"6,251",47,134.2,"11,842","21,474",6.1,"39,550",47,183.1,230,"4,630",10.9,"2,856",64,83.4,"25,357","29,198",3.1,"56,616",44,"2,972.4","46,575","52,501",3.97,1.69,0.43,0.19,0.402,5.1,16,26.3,22.6,26.5,29.5,21.4,"3,139",48.2,"1,901","15,364","12,692",15,770,213,746,-,"2,979","2,446",848,-,954,429,"6,910","5,620",-,-,-,-,-,-,-,-,-,-
47700,Tea Tree Gully (C),2015,"51,212",41,"2,735.1","48,876","53,407",78.6,"6,342",47,138.4,"12,242","21,828",6.3,"39,959",47,187.9,211,"4,701",11.3,"2,987",64,91.7,"26,311","30,715",3.3,"57,020",44,"3,046.3","47,480","53,425",4.03,1.69,0.42,0.19,0.403,5.1,16,26.3,22.8,26.5,29.4,21.3,"3,339",61.5,"2,230","18,432","13,169",15,736,201,774,-,"2,898","2,678",830,-,960,410,"6,633","5,522",-,-,-,-,-,-,-,-,-,-
47700,Tea Tree Gully (C),2016,"50,336",41,"2,756.5","50,166","54,763",77.9,"6,367",46,141.7,"12,812","22,253",6.5,"39,536",47,188.0,180,"4,756",11.5,"3,021",64,92.9,"26,548","30,747",3.5,"56,704",44,"3,073.9","48,126","54,210",4.11,1.70,0.41,0.18,0.406,5.2,16.1,26.4,22.8,26.7,29.5,21.1,"3,218",63.8,"1,560","19,832","13,489",16,694,198,796,-,"2,736","2,704",866,-,918,368,"6,508","5,072",-,30.5,26.0,24.9,4.0,1.1,7.9,0.3,5.3,846
47700,Tea Tree Gully (C),2017,"50,630",41,"2,817.6","51,099","55,650",78.1,"6,466",46,144.5,"18,313","22,344",6.3,"39,795",47,189.2,159,"4,755",11.6,"2,960",64,92.9,"27,283","31,395",3.4,"57,414",44,"3,144.4","48,917","54,767",4.20,1.70,0.41,0.18,0.405,4.9,15.8,26.2,22.9,26.5,29.3,21.3,"3,255",56.0,"2,398","17,195","13,283",16,637,181,808,"2,442","2,598","2,639",793,266,862,333,"6,198","4,634",-,-,-,-,-,-,-,-,-,-
47700,Tea Tree Gully (C),2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"13,177",19,594,161,866,"2,543","2,585","2,550",762,247,776,300,"5,865","4,456","3,617",-,-,-,-,-,-,-,-,-
47800,The Coorong (DC),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,534
47800,The Coorong (DC),2013,"2,188",42,79.8,"32,612","36,492",62.1,"1,004",51,21.6,"10,481","21,497",18.9,"2,078",51,14.6,515,"7,031",15.6,101,60,2.6,"17,488","25,545",2.0,"2,840",48,115.5,"34,114","40,668",5.80,1.83,0.31,0.08,0.529,7.7,22.1,33.8,33.8,30.8,22.3,13.1,323,5.2,"3,797","16,031",768,-,52,18,80,-,308,236,68,-,27,38,508,398,-,-,-,-,-,-,-,-,-,-
47800,The Coorong (DC),2014,"2,231",42,81.5,"32,415","36,531",63.5,966,52,20.2,"11,203","20,950",17.7,"2,079",51,14.5,501,"6,972",16.5,78,61,1.7,"19,378","21,210",1.7,"2,825",48,114.4,"34,557","40,494",5.80,1.79,0.31,0.07,0.526,6.8,20.9,32.8,34.4,29.6,22.8,13.1,222,8.1,"3,341","36,550",818,-,43,23,94,-,298,248,78,-,-,28,503,393,-,-,-,-,-,-,-,-,-,-
47800,The Coorong (DC),2015,"2,237",42,86.1,"34,885","38,510",62.0,972,53,21.3,"10,569","21,896",18.5,"2,123",51,15.8,411,"7,439",16.6,97,60,2.0,"15,330","21,058",2.1,"2,853",49,120.9,"36,397","42,363",5.81,1.79,0.31,0.08,0.500,6.6,20,31.8,33.9,29.6,23.1,13.3,262,5.0,"3,388","19,133",858,-,38,17,94,-,294,264,90,-,-,25,490,383,-,-,-,-,-,-,-,-,-,-
47800,The Coorong (DC),2016,"2,029",42,79.5,"36,400","39,197",62.1,841,53,17.8,"10,658","21,166",18.4,"1,909",52,13.4,384,"7,034",16.6,88,60,2.1,"20,509","23,524",2.2,"2,595",49,107.6,"36,701","41,459",5.96,1.75,0.29,0.08,0.497,6.1,19.5,31,33.7,30.7,24.5,11.2,178,4.5,"1,798","25,172",860,-,35,16,95,-,290,257,78,-,22,28,456,365,-,38.7,28.4,14.2,1.5,1.4,5.8,1.1,9.3,587
