10;;5754;Gütersloh
10;;5370;Heinsberg
10;;5758;Herford
10;;5958;Hochsauerlandkreis
10;;5762;Höxter
10;;5154;Kleve
10;;5766;Lippe
10;;5962;Märkischer Kreis
10;;5158;Mettmann
10;;5770;Minden-Lübbecke
10;;5374;Oberbergischer Kreis
10;;5966;Olpe
10;;5774;Paderborn
10;;5562;Recklinghausen
10;;5362;Rhein-Erft-Kreis
10;;5162;Rhein-Kreis Neuss
10;;5382;Rhein-Sieg-Kreis
10;;5378;Rheinisch-Bergischer Kreis
10;;5970;Siegen-Wittgenstein
10;;5974;Soest
10;;5566;Steinfurt
10;;5978;Unna
10;;5166;Viersen
10;;5570;Warendorf
10;;5170;Wesel
11;;7131;Ahrweiler
11;;7132;Altenkirchen (Westerwald)
11;;7331;Alzey-Worms
11;;7332;Bad Dürkheim
11;;7133;Bad Kreuznach
11;;7231;Bernkastel-Wittlich
11;;7134;Birkenfeld
11;;7135;Cochem-Zell
11;;7333;Donnersbergkreis
11;;7232;Eifelkreis Bitburg-Prüm
11;;7334;Germersheim
11;;7335;Kaiserslautern
11;;7336;Kusel
11;;7339;Mainz-Bingen
11;;7137;Mayen-Koblenz
11;;7138;Neuwied
11;;7140;Rhein-Hunsrück-Kreis
11;;7141;Rhein-Lahn-Kreis
11;;7338;Rhein-Pfalz-Kreis
11;;7337;Südliche Weinstraße
11;;7340;Südwestpfalz
11;;7235;Trier-Saarburg
11;;7233;Vulkaneifel
11;;7143;Westerwaldkreis
12;;10042;Merzig-Wadern
12;;10043;Neunkirchen
12;;10041;Saarbrücken Regionalverband
12;;10044;Saarlouis
12;;10045;Saarpfalz-Kreis
12;;10046;St. Wendel
13;;14625;Bautzen
13;;14521;Erzgebirgskreis
13;;14626;Görlitz
13;;14729;Leipzig
13;;14627;Meißen
13;;14522;Mittelsachsen
13;;14730;Nordsachsen
13;;14628;Sächsische Schweiz-Osterzgebirge
13;;14523;Vogtlandkreis
13;;14524;Zwickau
14;;15081;Altmarkkreis Salzwedel
14;;15082;Anhalt-Bitterfeld
14;;15083;Börde
14;;15084;Burgenlandkreis
14;;15085;Harz
14;;15086;Jerichower Land
14;;15087;Mansfeld-Südharz
14;;15088;Saalekreis
14;;15089;Salzlandkreis
14;;15090;Stendal
14;;15091;Wittenberg
15;;1051;Dithmarschen
15;;1053;Herzogtum Lauenburg
15;;1054;Nordfriesland
15;;1055;Ostholstein
15;;1056;Pinneberg
15;;1057;Plön
15;;1058;Rendsburg-Eckernförde
15;;1059;Schleswig-Flensburg
15;;1060;Segeberg
15;;1061;Steinburg
15;;1062;Stormarn
16;;16077;Altenburger Land
16;;16061;Eichsfeld
16;;16067;Gotha
16;;16076;Greiz
16;;16069;Hildburghausen
16;;16070;Ilm-Kreis
16;;16065;Kyffhäuserkreis
16;;16062;Nordhausen
16;;16074;Saale-Holzland-Kreis
16;;16075;Saale-Orla-Kreis
16;;16073;Saalfeld-Rudolstadt
16;;16066;Schmalkalden-Meiningen
16;;16068;Sömmerda
16;;16072;Sonneberg
16;;16064;Unstrut-Hainich-Kreis
16;;16063;Wartburgkreis
16;;16071;Weimarer Land
